Measure,Time,Time_type,Ethnicity,Ethnicity_type,Gender,Gender_type,Age Bracket,Age Bracket Type,Value,Denominator,Numerator,Upper bound,Lower bound,Note
Unemployment in the labour force,2007,Year,Black,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.331,106,,,,
Unemployment in the labour force,2007,Year,Mixed or multiple,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.236,66,,,,
Unemployment in the labour force,2007,Year,Indian,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.196,90,,,,
Unemployment in the labour force,2007,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.29,108,,,,
Unemployment in the labour force,2007,Year,Chinese,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.221,20,,,,Small sample size
Unemployment in the labour force,2007,Year,Other Asian,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.207,28,,,,Small sample size
Unemployment in the labour force,2007,Year,Other  ,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.211,65,,,,
Unemployment in the labour force,2007,Year,Unknown,ONS labour expanded Asian,,All,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Ethnic Minority,White and other,,All,16-24,Labour force age brackets,0.256,482,,,,
Unemployment in the labour force,2007,Year,All,All,,All,16-24,Labour force age brackets,0.145,4700,,,,
Unemployment in the labour force,2007,Year,White,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.148,2205,,,,
Unemployment in the labour force,2007,Year,Black,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.346,58,,,,
Unemployment in the labour force,2007,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.289,31,,,,
Unemployment in the labour force,2007,Year,Indian,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.214,48,,,,
Unemployment in the labour force,2007,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.285,56,,,,
Unemployment in the labour force,2007,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.197,16,,,,Small sample size
Unemployment in the labour force,2007,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.239,34,,,,
Unemployment in the labour force,2007,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Ethnic Minority,White and other,Male,Male/Female,16-24,Labour force age brackets,0.273,256,,,,
Unemployment in the labour force,2007,Year,All,All,Male,Male/Female,16-24,Labour force age brackets,0.161,2462,,,,
Unemployment in the labour force,2007,Year,White,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.107,2011,,,,
Unemployment in the labour force,2007,Year,Black,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.284,48,,,,
Unemployment in the labour force,2007,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.233,35,,,,Small sample size
Unemployment in the labour force,2007,Year,Indian,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.162,41,,,,Small sample size
Unemployment in the labour force,2007,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.276,51,,,,
Unemployment in the labour force,2007,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.161,31,,,,Small sample size
Unemployment in the labour force,2007,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Ethnic Minority,White and other,Female,Male/Female,16-24,Labour force age brackets,0.224,226,,,,
Unemployment in the labour force,2007,Year,All,All,Female,Male/Female,16-24,Labour force age brackets,0.118,2238,,,,
Unemployment in the labour force,2007,Year,White,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.034,15721,,,,
Unemployment in the labour force,2007,Year,Black,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.107,526,,,,
Unemployment in the labour force,2007,Year,Mixed or multiple,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.066,131,,,,
Unemployment in the labour force,2007,Year,Indian,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.048,426,,,,
Unemployment in the labour force,2007,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.088,291,,,,
Unemployment in the labour force,2007,Year,Chinese,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.06,94,,,,Small sample size
Unemployment in the labour force,2007,Year,Other Asian,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.086,169,,,,
Unemployment in the labour force,2007,Year,Other  ,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.096,322,,,,
Unemployment in the labour force,2007,Year,Unknown,ONS labour expanded Asian,,All,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Ethnic Minority,White and other,,All,25-49,Labour force age brackets,0.083,1959,,,,
Unemployment in the labour force,2007,Year,All,All,,All,25-49,Labour force age brackets,0.04,17685,,,,
Unemployment in the labour force,2007,Year,White,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.034,8395,,,,
Unemployment in the labour force,2007,Year,Black,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.127,272,,,,
Unemployment in the labour force,2007,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.082,63,,,,Small sample size
Unemployment in the labour force,2007,Year,Indian,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.031,240,,,,
Unemployment in the labour force,2007,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.067,212,,,,
Unemployment in the labour force,2007,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.067,96,,,,Small sample size
Unemployment in the labour force,2007,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.085,189,,,,
Unemployment in the labour force,2007,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Ethnic Minority,White and other,Male,Male/Female,25-49,Labour force age brackets,0.077,1117,,,,
Unemployment in the labour force,2007,Year,All,All,Male,Male/Female,25-49,Labour force age brackets,0.039,9515,,,,
Unemployment in the labour force,2007,Year,White,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.035,7326,,,,
Unemployment in the labour force,2007,Year,Black,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.085,255,,,,
Unemployment in the labour force,2007,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.051,67,,,,Small sample size
Unemployment in the labour force,2007,Year,Indian,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.07,186,,,,
Unemployment in the labour force,2007,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.145,77,,,,
Unemployment in the labour force,2007,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.061,50,,,,Small sample size
Unemployment in the labour force,2007,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.112,72,,,,
Unemployment in the labour force,2007,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.112,133,,,,
Unemployment in the labour force,2007,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Ethnic Minority,White and other,Female,Male/Female,25-49,Labour force age brackets,0.09,840,,,,
Unemployment in the labour force,2007,Year,All,All,Female,Male/Female,25-49,Labour force age brackets,0.041,8170,,,,
Unemployment in the labour force,2007,Year,White,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.03,6827,,,,
Unemployment in the labour force,2007,Year,Black,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.051,91,,,,Small sample size
Unemployment in the labour force,2007,Year,Mixed or multiple,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Indian,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.044,102,,,,Small sample size
Unemployment in the labour force,2007,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.14,37,,,,Small sample size
Unemployment in the labour force,2007,Year,Chinese,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Other Asian,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Other  ,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.099,53,,,,Small sample size
Unemployment in the labour force,2007,Year,Unknown,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Ethnic Minority,White and other,,All,50-64,Labour force age brackets,0.065,355,,,,
Unemployment in the labour force,2007,Year,All,All,,All,50-64,Labour force age brackets,0.031,7186,,,,
Unemployment in the labour force,2007,Year,White,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.034,3759,,,,
Unemployment in the labour force,2007,Year,Black,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Indian,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.048,64,,,,Small sample size
Unemployment in the labour force,2007,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.146,29,,,,Small sample size
Unemployment in the labour force,2007,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.116,32,,,,Small sample size
Unemployment in the labour force,2007,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Ethnic Minority,White and other,Male,Male/Female,50-64,Labour force age brackets,0.075,202,,,,
Unemployment in the labour force,2007,Year,All,All,Male,Male/Female,50-64,Labour force age brackets,0.036,3963,,,,
Unemployment in the labour force,2007,Year,White,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.024,3068,,,,
Unemployment in the labour force,2007,Year,Black,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Indian,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2007,Year,Ethnic Minority,White and other,Female,Male/Female,50-64,Labour force age brackets,0.053,153,,,,
Unemployment in the labour force,2007,Year,All,All,Female,Male/Female,50-64,Labour force age brackets,0.026,3223,,,,
Unemployment in the labour force,2007,Year,White,White and other,,All,16+,Labour force age brackets,0.048,27375,,,,
Unemployment in the labour force,2007,Year,White,White and other,Male,Male/Female,16+,Labour force age brackets,0.051,14745,,,,
Unemployment in the labour force,2007,Year,White,White and other,Female,Male/Female,16+,Labour force age brackets,0.045,12630,,,,
Unemployment in the labour force,2007,Year,White,White and other,,All,16-24,Labour force age brackets,0.133,4216,,,,
Unemployment in the labour force,2007,Year,White,White and other,Male,Male/Female,16-24,Labour force age brackets,0.148,2205,,,,
Unemployment in the labour force,2007,Year,White,White and other,Female,Male/Female,16-24,Labour force age brackets,0.107,2011,,,,
